h,alpha,aic
17,0.3846153846153846,9.262420556984013
17,0.41025641025641024,9.26129830914601
17,0.4358974358974359,9.26179190940075
17,0.4615384615384615,9.265299721514447
17,0.48717948717948717,9.265183648930178
17,0.5128205128205128,9.26553995730084
17,0.5384615384615384,9.266168206826546
17,0.5641025641025641,9.266224013404413
17,0.5897435897435898,9.267221902409487
17,0.6153846153846154,9.268560310976591
17,0.641025641025641,9.268961641251723
17,0.6666666666666666,9.268655852106225
17,0.6923076923076923,9.27002504428279
17,0.717948717948718,9.272883969726683
17,0.7435897435897436,9.27176388698725
17,0.7692307692307692,9.272195894931738
17,0.7948717948717948,9.274525553491754
17,0.8205128205128205,9.2727492980573
17,0.8461538461538461,9.273700766087707
17,0.8717948717948718,9.27640881881401
17,0.8974358974358974,9.27518501075214
17,0.923076923076923,9.275617249102014
17,0.9487179487179487,9.277309821050457
17,0.9743589743589743,9.279147238290694
17,1.0,9.278865916649757
18,0.0,9.287912632915466
18,0.02564102564102564,9.289145395753863
18,0.05128205128205128,9.287533629120066
18,0.07692307692307693,9.288096829594457
18,0.10256410256410256,9.288874180815094
18,0.1282051282051282,9.288067515918035
18,0.15384615384615385,9.289125399958182
18,0.1794871794871795,9.290818692447388
18,0.20512820512820512,9.291483718933925
18,0.23076923076923075,9.291815145851212
18,0.2564102564102564,9.291643028383847
18,0.28205128205128205,9.293500611237818
18,0.3076923076923077,9.293397663375567
18,0.3333333333333333,9.29420244714146
18,0.358974358974359,9.294245326631614
18,0.3846153846153846,9.293523769874978
18,0.41025641025641024,9.295205235914228
18,0.4358974358974359,9.296474309465047
18,0.4615384615384615,9.296279249732482
18,0.48717948717948717,9.296672472613851
18,0.5128205128205128,9.298325532692461
18,0.5384615384615384,9.298887095266249
18,0.5641025641025641,9.297661543477354
18,0.5897435897435898,9.299535992516269
18,0.6153846153846154,9.3003876476778
18,0.641025641025641,9.299218922932305
18,0.6666666666666666,9.302586824806646
18,0.6923076923076923,9.301588629026908
18,0.717948717948718,9.302167578958047
18,0.7435897435897436,9.302519747794308
18,0.7692307692307692,9.30441285252579
18,0.7948717948717948,9.306419534116072
18,0.8205128205128205,9.306013542925323
18,0.8461538461538461,9.305531054424758
18,0.8717948717948718,9.308531231640872
18,0.8974358974358974,9.307843365934305
18,0.923076923076923,9.306609706788329
18,0.9487179487179487,9.3087620178644
18,0.9743589743589743,9.309264790023148
18,1.0,9.310159986599514
19,0.0,9.318128802933266
19,0.02564102564102564,9.316207018649918
19,0.05128205128205128,9.318171052467328
19,0.07692307692307693,9.31702128196461
19,0.10256410256410256,9.317852528050459
19,0.1282051282051282,9.319203596409682
19,0.15384615384615385,9.316890104657453
19,0.1794871794871795,9.31841900413377
19,0.20512820512820512,9.319672677030155
19,0.23076923076923075,9.319476277458294
19,0.2564102564102564,9.318235057260273
19,0.28205128205128205,9.32182482956406
19,0.3076923076923077,9.321402497896674
19,0.3333333333333333,9.322582973792407
19,0.358974358974359,9.320949380512193
19,0.3846153846153846,9.32192749217074
19,0.41025641025641024,9.324967211121237
19,0.4358974358974359,9.32350605326785
19,0.4615384615384615,9.324256942914028
19,0.48717948717948717,9.325540548700468
19,0.5128205128205128,9.325887147169718
19,0.5384615384615384,9.325753612065556
19,0.5641025641025641,9.324501697407058
19,0.5897435897435898,9.328172081269821
19,0.6153846153846154,9.32769235087012
19,0.641025641025641,9.328887978787419
19,0.6666666666666666,9.32723538230048
19,0.6923076923076923,9.328217412756572
19,0.717948717948718,9.33124266973938
19,0.7435897435897436,9.32978660236248
19,0.7692307692307692,9.330538325613242
19,0.7948717948717948,9.331748976731673
19,0.8205128205128205,9.331438157449153
19,0.8461538461538461,9.331748042572125
19,0.8717948717948718,9.329531916164491
19,0.8974358974358974,9.333635027778765
19,0.923076923076923,9.332926353064124
19,0.9487179487179487,9.333990779527383
19,0.9743589743589743,9.333937612855555
19,1.0,9.334706251256073
20,0.0,9.34254296117169
20,0.02564102564102564,9.34500586218163
20,0.05128205128205128,9.343137858660564
20,0.07692307692307693,9.34505361285464
20,0.10256410256410256,9.344774195851274
20,0.1282051282051282,9.342993226695455
20,0.15384615384615385,9.344915167630917
20,0.1794871794871795,9.345058237337689
20,0.20512820512820512,9.345867806401289
20,0.23076923076923075,9.346046006868232
20,0.2564102564102564,9.34708323067198
20,0.28205128205128205,9.346095818281709
20,0.3076923076923077,9.347554644526378
20,0.3333333333333333,9.347682665952776
20,0.358974358974359,9.347140822610427
20,0.3846153846153846,9.349387600342935
20,0.41025641025641024,9.348658803077937
20,0.4358974358974359,9.350192709189521
20,0.4615384615384615,9.349824433747177
20,0.48717948717948717,9.348623719687316
20,0.5128205128205128,9.35002409255203
20,0.5384615384615384,9.349856364029467
20,0.5641025641025641,9.351369453688653
20,0.5897435897435898,9.350099355550455
20,0.6153846153846154,9.35145163115117
20,0.641025641025641,9.355413300853591
20,0.6666666666666666,9.349917992372577
20,0.6923076923076923,9.354695965915033
20,0.717948717948718,9.354983939295957
20,0.7435897435897436,9.35364540463577
20,0.7692307692307692,9.352557696916787
20,0.7948717948717948,9.353296450324427
20,0.8205128205128205,9.354543643034622
20,0.8461538461538461,9.35629199842582
20,0.8717948717948718,9.354787943236822
20,0.8974358974358974,9.355972465772785
20,0.923076923076923,9.35774302970685
20,0.9487179487179487,9.358954322581756
20,0.9743589743589743,9.358415624846275
20,1.0,9.359498607956832
21,0.0,9.371229754813253
21,0.02564102564102564,9.37007790085998
21,0.05128205128205128,9.370981735709051
21,0.07692307692307693,9.369796286077058
21,0.10256410256410256,9.371527863443765
21,0.1282051282051282,9.37049661562497
21,0.15384615384615385,9.371365120939476
21,0.1794871794871795,9.370715265849697
21,0.20512820512820512,9.369928716733634
21,0.23076923076923075,9.372223565643148
21,0.2564102564102564,9.371668360318946
21,0.28205128205128205,9.371154621794135
21,0.3076923076923077,9.37215363523301
21,0.3333333333333333,9.372687224434836
21,0.358974358974359,9.373113735400256
21,0.3846153846153846,9.373188513631025
21,0.41025641025641024,9.372067161292104
21,0.4358974358974359,9.374199132354297
21,0.4615384615384615,9.37342606857612
21,0.48717948717948717,9.374858229413956
21,0.5128205128205128,9.374488783058977
21,0.5384615384615384,9.373423084460901
21,0.5641025641025641,9.375223444703712
21,0.5897435897435898,9.375984502400453
21,0.6153846153846154,9.375369345162408
21,0.641025641025641,9.37597748681479
21,0.6666666666666666,9.378825989010243
21,0.6923076923076923,9.377609912439198
21,0.717948717948718,9.378189697788201
21,0.7435897435897436,9.379381053410103
21,0.7692307692307692,9.377412901546112
21,0.7948717948717948,9.378663434585016
21,0.8205128205128205,9.37936350713889
21,0.8461538461538461,9.37889604332166
21,0.8717948717948718,9.380522594390884
21,0.8974358974358974,9.38149955589827
21,0.923076923076923,9.379524629838127
21,0.9487179487179487,9.380428578242329
21,0.9743589743589743,9.383252946351039
21,1.0,9.383579522287375
22,0.0,9.39146011120275
22,0.02564102564102564,9.389109343723206
22,0.05128205128205128,9.390983674580752
22,0.07692307692307693,9.391445873368696
22,0.10256410256410256,9.390494347918509
22,0.1282051282051282,9.391327697146252
22,0.15384615384615385,9.390531439908662
22,0.1794871794871795,9.390493709883243
22,0.20512820512820512,9.390996980720947
22,0.23076923076923075,9.391210713458083
22,0.2564102564102564,9.393155302240814
22,0.28205128205128205,9.39249480181413
22,0.3076923076923077,9.392739008750752
22,0.3333333333333333,9.392126660478862
22,0.358974358974359,9.392262820332006
22,0.3846153846153846,9.394010185623593
22,0.41025641025641024,9.39360693359359
22,0.4358974358974359,9.39343389236358
22,0.4615384615384615,9.393242842693494
22,0.48717948717948717,9.394605688398192
22,0.5128205128205128,9.393667024786508
22,0.5384615384615384,9.393538229139349
22,0.5641025641025641,9.395331796829673
22,0.5897435897435898,9.396119357913
22,0.6153846153846154,9.39450230928971
22,0.641025641025641,9.396445585286365
22,0.6666666666666666,9.397117962006485
22,0.6923076923076923,9.397577368377739
22,0.717948717948718,9.398158352510848
22,0.7435897435897436,9.396249170648288
22,0.7692307692307692,9.398642792884345
22,0.7948717948717948,9.398891229042395
22,0.8205128205128205,9.398306053352435
22,0.8461538461538461,9.398997484365639
22,0.8717948717948718,9.397372798773837
22,0.8974358974358974,9.397750272223016
22,0.923076923076923,9.398425554221323
22,0.9487179487179487,9.399603340195123
22,0.9743589743589743,9.400001644749864
22,1.0,9.400337730862088
23,0.0,9.410773368739326
23,0.02564102564102564,9.410103554106204
23,0.05128205128205128,9.411830379438028
23,0.07692307692307693,9.41223331339304
23,0.10256410256410256,9.411351235126672
23,0.1282051282051282,9.411859126306297
23,0.15384615384615385,9.41170397620096
23,0.1794871794871795,9.412582067836071
23,0.20512820512820512,9.412473780935606
23,0.23076923076923075,9.411872300842903
23,0.2564102564102564,9.412915522494188
23,0.28205128205128205,9.412435358646526
23,0.3076923076923077,9.412300233453585
23,0.3333333333333333,9.413004577662042
23,0.358974358974359,9.412734864375649
23,0.3846153846153846,9.412751275489267
23,0.41025641025641024,9.412358341134855
23,0.4358974358974359,9.414529193084903
23,0.4615384615384615,9.412664058703998
23,0.48717948717948717,9.412786010007302
23,0.5128205128205128,9.412593842085714
23,0.5384615384615384,9.413850852324781
23,0.5641025641025641,9.415445906901676
23,0.5897435897435898,9.41398271729448
23,0.6153846153846154,9.414754718110611
23,0.641025641025641,9.414357930810098
23,0.6666666666666666,9.416859505524704
23,0.6923076923076923,9.415288233225944
23,0.717948717948718,9.416275653770278
23,0.7435897435897436,9.4159757736229
23,0.7692307692307692,9.416630653108838
23,0.7948717948717948,9.416582340156529
23,0.8205128205128205,9.41612655494181
23,0.8461538461538461,9.418342930266807
23,0.8717948717948718,9.416119900791553
23,0.8974358974358974,9.420460381452608
23,0.923076923076923,9.418249287363594
23,0.9487179487179487,9.419214081017495
23,0.9743589743589743,9.420761697617241
23,1.0,9.419645347053299
