h,alpha,msfe
6,0.0,104.68731665980721
6,0.02564102564102564,47.5207606244319
6,0.05128205128205128,42.55116492947484
6,0.07692307692307693,37.88665078205167
6,0.10256410256410256,33.73927612654271
6,0.1282051282051282,31.346380666669887
6,0.15384615384615385,31.640163410838507
6,0.1794871794871795,29.42926842215442
6,0.20512820512820512,27.63899339338148
6,0.23076923076923075,26.479703840754514
6,0.2564102564102564,25.74521315318625
6,0.28205128205128205,25.66521919499707
6,0.3076923076923077,24.58656418300725
6,0.3333333333333333,23.42042199627007
6,0.358974358974359,23.8823426359623
6,0.3846153846153846,23.5225376705235
6,0.41025641025641024,22.244458034744625
6,0.4358974358974359,21.514293353774875
6,0.4615384615384615,22.538772006246845
6,0.48717948717948717,21.610037166386466
6,0.5128205128205128,20.966928819809617
6,0.5384615384615384,20.319260167096605
6,0.5641025641025641,20.160765120180553
6,0.5897435897435898,20.34119635299249
6,0.6153846153846154,19.91712935529534
6,0.641025641025641,19.298528829892142
6,0.6666666666666666,19.807721567206574
6,0.6923076923076923,19.70692583946514
6,0.717948717948718,18.782395368155516
6,0.7435897435897436,18.309301264911255
6,0.7692307692307692,19.278126709479483
6,0.7948717948717948,18.600465713552932
6,0.8205128205128205,18.221305431957315
6,0.8461538461538461,17.66329678070368
6,0.8717948717948718,17.622114189616767
6,0.8974358974358974,17.862047028076134
6,0.923076923076923,17.58293828100263
6,0.9487179487179487,17.17271074660837
6,0.9743589743589743,17.635659751316755
6,1.0,17.599103550766753
7,0.0,43.95589048862248
7,0.02564102564102564,35.51001829581993
7,0.05128205128205128,31.972278228087077
7,0.07692307692307693,29.32903738364601
7,0.10256410256410256,27.548359102652398
7,0.1282051282051282,27.11794279469313
7,0.15384615384615385,25.953039565825446
7,0.1794871794871795,24.753755380383144
7,0.20512820512820512,23.549225632727847
7,0.23076923076923075,23.173320484337545
7,0.2564102564102564,22.199718313958666
7,0.28205128205128205,21.467448487224274
7,0.3076923076923077,21.81796123393827
7,0.3333333333333333,21.355564573002905
7,0.358974358974359,20.532440552000136
7,0.3846153846153846,20.54794123129117
7,0.41025641025641024,20.995382650717442
7,0.4358974358974359,19.46549645087834
7,0.4615384615384615,20.19175762061646
7,0.48717948717948717,18.916704851417702
7,0.5128205128205128,18.73869511780942
7,0.5384615384615384,18.52693860215676
7,0.5641025641025641,18.168493374602292
7,0.5897435897435898,17.857036509466532
7,0.6153846153846154,18.23481450020289
7,0.641025641025641,18.07712314087876
7,0.6666666666666666,17.469155716210015
7,0.6923076923076923,17.56767260468431
7,0.717948717948718,18.10611703779958
7,0.7435897435897436,16.87031785883279
7,0.7692307692307692,17.592281909465356
7,0.7948717948717948,16.644088974509785
7,0.8205128205128205,16.607353577022536
7,0.8461538461538461,16.376597734501864
7,0.8717948717948718,16.196406975267184
7,0.8974358974358974,16.009684536903848
7,0.923076923076923,16.34132478130001
7,0.9487179487179487,16.30300235743386
7,0.9743589743589743,15.783279608886453
7,1.0,15.879978541063048
8,0.0,25.74039903216298
8,0.02564102564102564,23.136043494380363
8,0.05128205128205128,22.841433072113592
8,0.07692307692307693,21.403569617250024
8,0.10256410256410256,20.65089976919883
8,0.1282051282051282,20.13641648240306
8,0.15384615384615385,19.74457638735755
8,0.1794871794871795,18.96902502639873
8,0.20512820512820512,19.268557130540827
8,0.23076923076923075,18.527804438740485
8,0.2564102564102564,17.713542604373387
8,0.28205128205128205,18.14259153860719
8,0.3076923076923077,17.751217413067234
8,0.3333333333333333,17.590330144039438
8,0.358974358974359,16.42084229493707
8,0.3846153846153846,17.146438621080403
8,0.41025641025641024,16.771825803782708
8,0.4358974358974359,16.526731885233474
8,0.4615384615384615,16.506363297499096
8,0.48717948717948717,16.022255984535974
8,0.5128205128205128,16.437501398722194
8,0.5384615384615384,15.942546052628447
8,0.5641025641025641,15.427402609326483
8,0.5897435897435898,15.887735262401304
8,0.6153846153846154,15.61469591559979
8,0.641025641025641,15.517471958257666
8,0.6666666666666666,14.562913347472273
8,0.6923076923076923,15.308134836339953
8,0.717948717948718,15.03251598231924
8,0.7435897435897436,14.869584130744924
8,0.7692307692307692,14.880649266057842
8,0.7948717948717948,14.505880442215254
8,0.8205128205128205,14.90794356302367
8,0.8461538461538461,14.496893060107096
8,0.8717948717948718,14.108014859323195
8,0.8974358974358974,14.540781576389755
8,0.923076923076923,14.315619927018304
8,0.9487179487179487,14.241368440514023
8,0.9743589743589743,13.398676587849245
8,1.0,14.113741846663878
9,0.0,19.692258582412638
9,0.02564102564102564,19.52365833074947
9,0.05128205128205128,18.92646335145365
9,0.07692307692307693,18.27382901238738
9,0.10256410256410256,18.348173491034224
9,0.1282051282051282,17.78120588788758
9,0.15384615384615385,17.56438778707752
9,0.1794871794871795,17.111360637891874
9,0.20512820512820512,17.95881107706532
9,0.23076923076923075,17.030290118689326
9,0.2564102564102564,16.441508931632903
9,0.28205128205128205,16.74502092140182
9,0.3076923076923077,15.801882861531977
9,0.3333333333333333,16.072785275972908
9,0.358974358974359,15.66142410820964
9,0.3846153846153846,15.371990314235983
9,0.41025641025641024,15.582684588596479
9,0.4358974358974359,15.279823655595688
9,0.4615384615384615,15.179006849682262
9,0.48717948717948717,14.929085835717373
9,0.5128205128205128,15.753907303605496
9,0.5384615384615384,14.994386937549868
9,0.5641025641025641,14.57871069656126
9,0.5897435897435898,14.845312423628895
9,0.6153846153846154,14.092590674352923
9,0.641025641025641,14.424113089250502
9,0.6666666666666666,14.034013350864852
9,0.6923076923076923,13.868448992493457
9,0.717948717948718,14.101488656776644
9,0.7435897435897436,13.893326260237451
9,0.7692307692307692,13.808028901290259
9,0.7948717948717948,13.633750265487766
9,0.8205128205128205,14.424353067588422
9,0.8461538461538461,13.755614606780524
9,0.8717948717948718,13.420144119145048
9,0.8974358974358974,13.644420914885844
9,0.923076923076923,12.99359056210816
9,0.9487179487179487,13.348736953175397
9,0.9743589743589743,12.962487041311661
9,1.0,12.868580696900828
10,0.0,17.834565668689354
10,0.02564102564102564,17.777111486864676
10,0.05128205128205128,16.70290961355322
10,0.07692307692307693,16.175207100928052
10,0.10256410256410256,17.137712966865667
10,0.1282051282051282,15.582136038909377
10,0.15384615384615385,15.83108133203265
10,0.1794871794871795,15.76337141326987
10,0.20512820512820512,15.091970573156521
10,0.23076923076923075,15.451115120830812
10,0.2564102564102564,14.991229036210692
10,0.28205128205128205,14.004746562315008
10,0.3076923076923077,14.418496552828245
10,0.3333333333333333,14.899810059740302
10,0.358974358974359,14.161449635462429
10,0.3846153846153846,14.240980115569883
10,0.41025641025641024,14.353165269360176
10,0.4358974358974359,13.879739131625989
10,0.4615384615384615,14.133272430618696
10,0.48717948717948717,13.758386854317465
10,0.5128205128205128,13.523652794111095
